"TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"Netherlands","Delantero","-AML-AMR-FW-",178,80,"Jeremain","Lens",1987-11-23 19:00:00,19,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Jeremain Lens",26,1,3,1,0,0,0,0,0,28,21,2,5,1,1,9,0,0,1,3,1,0,0,2,2,5,4,3,4,1,0,3,2,0,0
"Netherlands","Defensa","-DC-DL-",183,70,"Terence","Kongolo",1994-02-13 19:00:00,20,"D(CL)","Defender (Center, Left)","Terence Kongolo",20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands","Arquero","-GK-",183,84,"Michel","Vorm",1983-10-19 19:00:00,21,"GK","Goalkeeper","Michel Vorm",30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands","Arquero","-GK-",188,74,"Tim","Krul",1988-04-02 18:00:00,22,"GK","Goalkeeper","Tim Krul",26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Netherlands","Defensa","-DR-",178,72,"Paul","Verhaegh",1983-08-31 19:00:00,23,"D(R)","Defender (Right)","Paul Verhaegh",30,1,0,1,0,0,0,0,0,28,25,0,0,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"Colombia","Arquero","-GK-",191,94,"Faryd","Mondragón",1971-06-20 19:00:00,20,"GK","Goalkeeper","Faryd Mondragón",43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belgium","Defensa","-DC-",197,96,"Daniel","van Buyten",1978-02-06 19:00:00,5,"D(C)","Defender (Center)","Daniel van Buyten",36,5,0,0,0,0,0,0,0,253,217,23,3,9,10,3,1,29,0,5,0,8,0,2,1,3,0,0,1,0,0,44,32,0,0
"France","Arquero","-GK-",184,80,"Mickaël","Landreau",1979-05-13 19:00:00,21,"GK","Goalkeeper","Mickaël Landreau",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia","Defensa","-DC-",186,83,"Mario","Yepes",1976-01-12 19:00:00,5,"D(C)","Defender (Center)","Mario Yepes",38,4,0,0,1,0,0,0,0,96,81,3,3,15,9,2,1,21,3,2,0,4,0,0,0,2,3,0,1,0,0,5,4,0,0
"France","Mediocampo","-DMC-",172,64,"Rio","Mavuba",1984-03-07 19:00:00,19,"DM(C)","Defensive Midfielder (Center)","Rio Mavuba",30,0,1,0,0,0,0,0,0,28,28,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0
"France","Defensa","-DL-",173,76,"Patrice","Evra",1981-05-14 19:00:00,8,"D(L)","Defender (Left)","Patrice Evra",33,4,0,0,1,0,0,0,1,143,114,9,3,9,3,5,1,10,1,1,0,0,0,6,3,6,0,4,2,15,6,10,3,0,0
"Belgium","Defensa","-DC-",190,85,"Vincent","Kompany",1986-04-09 18:00:00,7,"D(C)","Defender (Center)","Vincent Kompany",28,4,0,0,1,0,0,0,0,204,178,7,4,12,6,4,0,16,1,3,1,2,0,4,1,1,0,3,6,0,0,42,30,1,1
"Belgium","Defensa","-DR-",185,78,"Anthony","Vanden Borre",1987-10-23 19:00:00,13,"D(R)","Defender (Right)","Anthony Vanden Borre",26,1,0,0,0,0,0,0,0,40,29,0,2,2,0,1,0,3,0,0,0,0,0,0,1,1,0,5,0,2,0,3,0,0,0
"Belgium","Defensa","-DC-DL-",180,75,"Thomas","Vermaelen",1985-11-13 19:00:00,19,"D(CL)","Defender (Center, Left)","Thomas Vermaelen",28,1,0,1,0,0,0,0,0,15,14,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
"France","Defensa","-DR-",177,76,"Mathieu","Debuchy",1985-07-27 19:00:00,5,"D(R)","Defender (Right)","Mathieu Debuchy",28,4,0,0,0,0,0,0,0,143,111,8,3,16,8,7,0,12,2,4,0,2,0,0,4,4,2,2,4,13,2,13,7,0,0
"Belgium","Mediocampo","-FW-MC-MR-",185,82,"Mousa","Dembélé",1987-07-15 19:00:00,10,"M(CR),FW","Midfielder (Center, Right) / Forward","Mousa Dembélé",26,2,0,1,1,0,0,0,0,91,84,3,3,5,1,5,0,1,0,1,0,2,0,2,4,6,0,4,4,0,0,6,5,0,0
"France","Mediocampo","-MC-",175,71,"Yohan","Cabaye",1986-01-13 19:00:00,10,"M(C)","Midfielder (Center)","Yohan Cabaye",28,4,0,2,2,0,0,0,0,209,183,1,3,12,8,9,1,5,3,5,0,2,0,4,0,3,1,1,1,3,2,23,15,1,1
"Costa Rica","Delantero","-AMC-AMR-",188,78,"Bryan","Ruiz",1985-08-17 19:00:00,10,"AM(CR)","Attacking Midfielder (Center, Right)","Bryan Ruiz",28,5,0,2,1,0,0,2,0,197,160,4,10,2,2,13,0,6,5,5,3,0,0,9,4,8,0,12,10,3,2,15,9,1,0
"Colombia","Defensa","-DC-DR-",186,78,"Cristian","Zapata",1986-09-29 19:00:00,8,"D(CR)","Defender (Center, Right)","Cristian Zapata",27,4,0,0,0,0,0,0,0,113,96,5,2,8,5,4,3,16,1,2,0,4,0,0,1,4,0,0,0,0,0,21,14,0,0
"Colombia","Mediocampo","-MC-",185,82,"Abel","Aguilar",1985-01-05 19:00:00,7,"M(C)","Midfielder (Center)","Abel Aguilar",29,3,0,2,0,0,0,0,2,125,106,7,4,6,3,6,0,6,12,0,0,1,0,4,0,3,0,0,1,0,0,11,6,0,0
"France","Delantero","-AML-AMR-FW-",187,79,"Karim","Benzema",1987-12-18 19:00:00,2,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Karim Benzema",26,5,0,0,0,0,0,3,2,134,109,2,4,2,1,2,0,1,3,31,15,0,0,13,6,3,3,10,6,5,1,2,2,4,3
"Belgium","Mediocampo","-AMC-AML-AMR-FW-",179,68,"Kevin","Mirallas",1987-10-04 19:00:00,15,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Kevin Mirallas",26,2,2,2,0,0,0,0,0,50,39,0,3,2,1,4,0,0,1,6,3,0,0,9,6,1,3,7,8,12,5,2,2,0,0
"Costa Rica","Defensa","-DL-",188,76,"Roy","Miller",1984-11-23 19:00:00,1,"D(L)","Defender (Left)","Roy Miller",29,1,0,0,0,0,0,0,0,40,27,0,2,3,5,2,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,9,4,0,0
"Costa Rica","Delantero",NA,173,69,"Randall","Brenes",1983-08-12 19:00:00,16,"FW","Forward","Randall Brenes",30,1,2,1,0,0,0,0,0,30,21,0,2,1,1,5,0,2,1,3,0,0,0,2,0,1,2,2,0,4,1,4,2,0,0
"France","Mediocampo","-DMC-ML-",175,70,"Blaise","Matuidi",1987-04-08 19:00:00,4,"DM(C),M(L)","Defensive Midfielder (Center) / Midfielder (Left)","Blaise Matuidi",27,5,0,1,1,0,0,1,0,238,208,3,1,8,4,8,0,2,5,8,5,1,0,5,14,9,0,5,8,11,0,9,3,1,1
"Belgium","Mediocampo","-DMC-",173,64,"Steven","Defour",1988-04-14 19:00:00,20,"DM(C)","Defensive Midfielder (Center)","Steven Defour",26,1,0,0,0,0,1,0,0,26,25,0,0,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,3,0,0
"France","Defensa","-DC-DR-",176,72,"Bacary","Sagna",1983-02-13 19:00:00,1,"D(CR)","Defender (Center, Right)","Bacary Sagna",31,1,0,0,0,0,0,0,0,45,41,4,0,4,3,0,0,5,0,0,0,0,0,2,0,1,0,2,0,7,3,3,2,0,0
"Belgium","Defensa","-DC-",188,83,"Nicolas","Lombaerts",1985-03-19 19:00:00,2,"D(C)","Defender (Center)","Nicolas Lombaerts",29,1,0,0,0,0,0,0,0,25,25,3,4,4,1,2,1,7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"Belgium","Defensa",NA,180,65,"Laurent","Ciman",1985-08-04 19:00:00,21,"D","Defender","Laurent Ciman",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Costa Rica","Defensa",NA,183,78,"Michael","Umaña",1982-07-15 19:00:00,4,"D","Defender","Michael Umaña",31,4,0,0,1,0,0,0,0,114,99,5,5,8,7,4,6,35,5,0,0,0,0,1,0,2,0,0,1,0,0,21,16,0,0
"Costa Rica","Mediocampo","-MR-",175,67,"Christian","Bolaños",1984-05-16 19:00:00,11,"M(R)","Midfielder (Right)","Christian Bolaños",30,4,1,2,0,0,0,0,2,118,81,2,12,5,3,14,0,2,4,8,3,2,0,10,2,4,1,12,6,21,5,18,7,1,0
"Belgium","Defensa","-DC-DL-",189,86,"Jan","Vertonghen",1987-04-23 19:00:00,3,"D(CL)","Defender (Center, Left)","Jan Vertonghen",27,4,1,0,1,0,0,1,0,195,159,9,3,11,12,5,0,22,5,10,3,4,0,6,5,3,0,2,4,19,3,14,7,0,0
"Colombia","Mediocampo","-AMC-",183,77,"Fredy","Guarín",1986-06-29 19:00:00,16,"AM(C)","Attacking Midfielder (Center)","Fredy Guarín",28,2,1,0,1,0,0,0,0,69,52,3,0,3,3,5,0,2,5,2,0,2,0,1,4,3,0,4,0,5,0,8,2,1,0
"Belgium","Mediocampo","-MC-",194,85,"Marouane","Fellaini",1987-11-21 19:00:00,9,"M(C)","Midfielder (Center)","Marouane Fellaini",26,4,1,0,0,0,0,1,0,174,133,23,17,7,4,19,0,9,8,8,2,0,0,4,5,4,8,5,14,2,0,3,0,2,0
"France","Delantero","-AML-AMR-FW-",185,80,"Loïc","Remy",1987-01-01 19:00:00,18,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Loïc Remy",27,0,2,0,0,0,0,0,0,17,16,0,1,0,0,0,0,0,0,1,1,0,0,2,1,1,0,1,0,3,1,1,1,0,0
"Belgium","Mediocampo","-AML-AMR-",164,61,"Dries","Mertens",1987-05-05 19:00:00,14,"AM(LR)","Attacking Midfielder (Left, Right)","Dries Mertens",27,3,2,3,0,0,0,1,0,78,56,0,0,3,1,6,0,0,3,10,3,0,0,5,6,5,1,4,5,34,6,9,6,1,1
"Costa Rica","Delantero","-AMC-",186,81,"Celso","Borges",1988-05-26 19:00:00,13,"AM(C)","Attacking Midfielder (Center)","Celso Borges",26,5,0,1,0,0,0,0,0,200,174,7,7,3,6,4,0,14,5,5,2,1,0,5,0,2,0,1,4,1,0,15,13,1,0
"Costa Rica","Defensa","-DL-",185,76,"Júnior Enrique","Díaz Campbell",1983-09-11 19:00:00,5,"D(L)","Defender (Left)","Júnior Díaz",30,5,0,0,1,0,0,0,1,152,105,10,12,12,6,8,4,29,14,0,0,3,0,2,0,10,0,2,4,9,2,20,9,0,0
"Colombia","Defensa","-DL-ML-",174,73,"Pablo","Armero",1986-11-01 19:00:00,14,"D(L),M(L)","Defender (Left) / Midfielder (Left)","Pablo Armero",27,5,0,2,1,0,0,1,0,128,104,3,2,8,6,8,1,11,3,1,1,1,0,1,1,4,2,3,7,12,3,13,3,0,0
"Colombia","Delantero","-AML-FW-",185,74,"Adrián","Ramos",1986-01-21 19:00:00,12,"AM(L),FW","Attacking Midfielder (Left) / Forward","Adrián Ramos",28,1,2,0,0,0,0,0,1,48,32,2,9,1,1,5,0,2,1,4,0,0,0,4,3,2,2,1,7,2,1,1,0,1,1
"France","Delantero","-FW-",192,88,"Olivier","Giroud",1986-09-29 19:00:00,16,"FW","Forward","Olivier Giroud",27,2,3,2,0,0,0,1,1,52,33,8,10,4,1,5,0,5,0,7,2,1,0,3,0,6,0,7,7,2,0,1,0,0,0
"France","Mediocampo","-AMC-AML-AMR-",167,58,"Mathieu","Valbuena",1984-09-27 19:00:00,3,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Mathieu Valbuena",29,4,0,4,0,0,0,1,1,181,156,4,3,3,2,7,0,0,1,8,5,0,0,12,3,7,2,16,4,39,12,12,8,1,0
"Belgium","Mediocampo","-DMC-",183,73,"Axel","Witsel",1989-01-11 19:00:00,6,"DM(C)","Defensive Midfielder (Center)","Axel Witsel",25,4,0,0,1,0,0,0,0,218,200,11,3,7,8,4,0,7,4,9,2,0,0,4,1,11,0,5,2,0,0,12,10,1,0
"France","Arquero","-GK-",188,73,"Hugo","Lloris",1986-12-25 19:00:00,13,"GK","Goalkeeper","Hugo Lloris",27,5,0,0,0,0,0,0,0,73,50,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,40,17,0,0
"France","Arquero","-GK-",188,90,"Stéphane","Ruffier",1986-09-26 19:00:00,23,"GK","Goalkeeper","Stéphane Ruffier",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia","Defensa","-DL-MC-ML-MR-",172,72,"Juan","Zuñiga",1985-12-13 19:00:00,11,"D(L),M(CLR)","Defender (Left) / Midfielder (Center, Left, Right)","Juan Zuñiga",28,4,0,0,0,0,0,0,0,140,117,0,2,7,4,4,1,7,2,2,1,0,0,0,4,14,0,0,5,3,0,10,4,0,0
"Colombia","Mediocampo","-DMC-",182,80,"Carlos","Sánchez",1986-02-05 19:00:00,9,"DM(C)","Defensive Midfielder (Center)","Carlos Sánchez",28,4,0,0,1,0,0,0,0,112,88,9,4,12,4,4,0,10,9,1,1,1,0,2,1,2,0,1,1,0,0,13,10,0,0
"Costa Rica","Mediocampo",NA,183,74,"Óscar Esteban","Granados Maroto",1985-10-24 19:00:00,21,"M","Midfielder","Esteban Granados",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia","Delantero","-FW-",184,75,"Jackson","Martínez",1986-10-02 19:00:00,4,"FW","Forward","Jackson Martínez",27,2,1,0,0,0,0,2,0,52,37,5,10,5,1,4,0,3,2,5,2,1,0,2,0,4,1,5,4,1,0,2,1,0,0
"France","Mediocampo","-DMC-",181,75,"Morgan","Schneiderlin",1989-11-07 19:00:00,9,"DM(C)","Defensive Midfielder (Center)","Morgan Schneiderlin",24,1,0,0,0,0,0,0,0,70,65,0,2,2,3,0,0,0,2,1,0,1,0,2,1,1,0,0,0,0,0,5,4,0,0
"France","Defensa","-DC-",187,83,"Mamadou","Sakho",1990-02-12 19:00:00,11,"D(C)","Defender (Center)","Mamadou Sakho",24,4,0,3,0,0,0,0,0,197,180,18,8,1,3,0,1,14,0,1,0,5,0,0,0,1,0,1,0,0,0,15,13,0,0
"France","Mediocampo","-MC-MR-",187,83,"Moussa","Sissoko",1989-08-15 19:00:00,17,"M(CR)","Midfielder (Center, Right)","Moussa Sissoko",24,2,2,0,0,0,0,1,0,99,79,1,1,1,1,3,0,1,0,3,2,1,0,5,2,2,1,2,11,7,1,2,0,0,0
"France","Defensa","-DC-",186,75,"Laurent","Koscielny",1985-09-09 19:00:00,14,"D(C)","Defender (Center)","Laurent Koscielny",28,2,2,0,0,0,0,0,0,92,80,11,2,2,2,2,0,18,1,1,0,2,0,0,0,1,1,0,1,0,0,13,9,0,0
"Colombia","Delantero",NA,181,73,"Teófilo","Gutiérrez",1985-05-16 19:00:00,13,"FW","Forward","Teófilo Gutiérrez",29,4,0,3,0,0,0,1,1,90,65,5,15,3,1,7,0,1,2,5,2,1,0,3,0,2,2,2,4,2,0,2,2,1,1
"Colombia","Mediocampo",NA,177,77,"Alexander","Mejía",1988-07-10 19:00:00,19,"M","Midfielder","Alexander Mejía",25,1,3,0,0,0,0,0,0,36,33,1,3,6,3,5,0,8,5,0,0,3,0,0,0,0,0,1,0,0,0,4,2,0,0
"Belgium","Delantero","-AMC-AML-AMR-",173,74,"Eden","Hazard",1991-01-06 19:00:00,4,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Eden Hazard",23,4,1,2,1,0,0,0,2,172,141,0,5,3,6,6,0,0,2,7,3,0,0,13,20,11,0,9,5,4,0,9,7,1,0
"Belgium","Mediocampo","-AMC-AML-",187,80,"Nacer","Chadli",1989-08-01 19:00:00,18,"AM(CL)","Attacking Midfielder (Center, Left)","Nacer Chadli",24,1,3,1,0,0,0,0,0,49,44,1,1,2,1,5,0,0,3,4,2,0,0,0,4,0,1,1,3,1,1,0,0,0,0
"Costa Rica","Defensa","-DR-",173,70,"Cristian","Gamboa",1989-10-23 19:00:00,7,"D(R)","Defender (Right)","Cristian Gamboa",24,5,0,2,0,0,0,0,0,121,83,3,5,23,4,9,7,12,5,1,0,0,0,1,2,8,0,2,4,15,1,4,1,0,0
"Colombia","Arquero","-GK-",183,80,"David","Ospina",1988-08-30 19:00:00,3,"GK","Goalkeeper","David Ospina",25,5,0,1,0,0,0,0,0,66,35,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,48,18,0,0
"Costa Rica","Delantero",NA,179,72,"Marcos","Ureña",1990-03-04 19:00:00,15,"FW","Forward","Marcos Ureña",24,0,4,0,0,0,0,1,0,21,15,1,11,1,0,2,0,1,1,3,2,1,0,1,1,1,0,5,4,0,0,0,0,0,0
"Costa Rica","Mediocampo",NA,177,71,"Michael","Barrantes",1983-10-03 19:00:00,18,"M","Midfielder","Michael Barrantes",30,0,2,0,0,0,0,0,0,18,15,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0
"Colombia","Mediocampo","-DR-FW-MC-ML-MR-",176,66,"Juan Guillermo","Cuadrado",1988-05-25 19:00:00,2,"D(R),M(CLR),FW","Defender (Right) / Midfielder (Center, Left, Right) / Forward","Juan Guillermo Cuadrado",26,5,0,3,0,0,0,1,4,129,109,3,4,7,5,9,0,4,8,10,4,0,0,8,8,18,0,12,5,11,2,10,7,1,1
"Belgium","Arquero","-GK-",193,87,"Simon","Mignolet",1988-03-05 19:00:00,23,"GK","Goalkeeper","Simon Mignolet",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belgium","Arquero","-GK-",187,73,"Sammy","Bossut",1985-08-10 19:00:00,22,"GK","Goalkeeper","Sammy Bossut",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia","Arquero",NA,185,81,"Camilo","Vargas",1989-03-08 19:00:00,23,"GK","Goalkeeper","Camilo Vargas",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Costa Rica","Arquero",NA,178,74,"Patrick","Pemberton",1982-04-23 18:00:00,22,"GK","Goalkeeper","Patrick Pemberton",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Costa Rica","Mediocampo",NA,178,73,"José","Cubero",1987-02-13 19:00:00,17,"M","Midfielder","José Cubero",27,0,4,0,1,0,0,0,0,32,21,1,2,1,0,3,0,2,3,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0
"Colombia","Defensa",NA,183,80,"Carlos","Valdés",1985-05-21 19:00:00,6,"D","Defender","Carlos Valdés",29,1,0,0,0,0,0,0,0,19,14,0,0,2,5,2,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,6,3,0,0
"Costa Rica","Defensa","-DC-",191,84,"Giancarlo","Gonzalez",1988-02-07 19:00:00,2,"D(C)","Defender (Center)","Giancarlo Gonzalez",26,5,0,0,2,0,0,0,0,121,97,13,4,11,11,4,14,47,2,5,0,4,0,0,0,5,1,0,0,0,0,27,14,0,0
"Costa Rica","Arquero",NA,183,74,"Daniel","Cambronero",1986-01-07 19:00:00,19,"GK","Goalkeeper","Daniel Cambronero",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Costa Rica","Arquero","-GK-",184,78,"Keylor","Navas",1986-12-14 19:00:00,3,"GK","Goalkeeper","Keylor Navas",27,5,0,0,1,0,0,0,0,115,57,4,0,0,1,0,0,8,0,0,0,0,0,1,0,3,0,0,0,0,0,94,36,0,0
"France","Defensa","-DC-",187,74,"Eliaquim","Mangala",1991-02-12 19:00:00,20,"D(C)","Defender (Center)","Eliaquim Mangala",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belgium","Defensa","-DC-DR-",186,81,"Toby","Alderweireld",1989-03-01 19:00:00,8,"D(CR)","Defender (Center, Right)","Toby Alderweireld",25,4,0,0,2,0,0,0,0,178,142,6,8,12,4,7,0,17,5,2,0,2,0,7,3,6,1,6,2,16,2,32,24,0,0
"Colombia","Mediocampo","-AMC-AML-AMR-",180,79,"James","Rodríguez",1991-07-11 19:00:00,1,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","James Rodríguez",22,4,1,1,1,0,0,6,2,197,151,1,3,6,1,10,0,1,7,16,8,1,0,11,15,12,0,11,8,22,8,22,12,1,1
"Colombia","Delantero","-FW-",181,76,"Carlos","Bacca",1986-09-07 19:00:00,17,"FW","Forward","Carlos Bacca",27,0,1,0,0,0,0,0,0,5,4,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"Belgium","Mediocampo","-AMC-AML-AMR-",181,76,"Kevin","De Bruyne",1991-06-27 19:00:00,1,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Kevin De Bruyne",23,4,0,0,0,0,0,1,2,183,147,2,3,16,8,4,0,2,11,11,3,0,0,16,3,1,2,4,6,26,7,25,21,1,1
"Belgium","Arquero","-GK-",198,83,"Thibaut","Courtois",1992-05-10 19:00:00,12,"GK","Goalkeeper","Thibaut Courtois",22,5,0,0,0,0,0,0,0,62,35,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,48,21,0,0
"Colombia","Delantero","-AML-AMR-FW-",186,69,"Víctor","Ibarbo",1990-05-18 19:00:00,22,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Víctor Ibarbo",24,3,0,2,0,0,0,0,0,47,38,2,7,4,0,7,0,3,3,0,0,1,0,2,2,6,0,7,1,1,1,2,0,0,0
"Belgium","Delantero","-FW-",190,94,"Romelu","Lukaku",1993-05-12 19:00:00,17,"FW","Forward","Romelu Lukaku",21,2,2,2,0,0,0,1,0,36,27,3,6,1,0,3,0,0,0,6,4,0,0,2,3,0,2,5,5,3,1,0,0,0,0
"France","Mediocampo","-AML-AMR-FW-",176,67,"Antoine","Griezmann",1991-03-20 19:00:00,15,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Antoine Griezmann",23,3,2,1,0,0,0,0,0,109,89,3,5,2,2,3,0,0,1,7,2,0,0,7,4,5,0,4,7,15,6,5,3,2,2
"France","Mediocampo","-AMC-AML-AMR-",172,66,"Rémy","Cabella",1990-03-07 19:00:00,22,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Rémy Cabella",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia","Defensa","-DR-",175,72,"Santiago","Arias",1992-01-12 19:00:00,21,"D(R)","Defender (Right)","Santiago Arias",22,1,2,0,0,0,0,0,0,50,44,1,0,2,2,1,0,3,2,2,1,1,0,1,1,0,0,1,0,1,0,2,0,0,0
"Costa Rica","Defensa",NA,184,85,"Oscar","Duarte",1989-06-02 19:00:00,6,"D","Defender","Oscar Duarte",25,4,0,0,0,1,1,1,0,151,128,3,7,8,11,9,6,9,4,4,2,3,0,0,0,2,0,0,1,1,0,16,9,0,0
"France","Defensa","-DL-",178,74,"Lucas","Digne",1993-07-19 19:00:00,7,"D(L)","Defender (Left)","Lucas Digne",20,1,0,0,0,0,0,0,0,57,52,2,2,3,0,1,0,2,1,0,0,0,0,1,1,3,0,0,2,6,1,1,0,0,0
"Costa Rica","Defensa",NA,175,77,"Johnny","Acosta",1983-07-20 19:00:00,9,"D","Defender","Johnny Acosta",30,1,1,0,1,0,0,0,0,46,34,2,2,6,1,1,3,8,2,1,0,0,0,0,0,2,0,1,0,1,0,6,2,0,0
"France","Defensa","-DC-DMC-",191,76,"Raphael","Varane",1993-04-24 19:00:00,12,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Raphael Varane",21,4,1,0,0,0,0,0,0,181,170,3,2,8,4,0,3,16,0,1,1,4,0,2,1,2,0,2,0,2,0,22,18,0,0
"Costa Rica","Delantero","-AML-AMR-FW-",178,71,"Joel","Campbell",1992-06-25 19:00:00,8,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Joel Campbell",22,5,0,3,0,0,0,1,1,110,83,11,17,2,2,8,0,1,2,5,1,0,0,2,9,20,7,14,23,6,1,4,4,2,1
"Costa Rica","Mediocampo",NA,178,71,"Diego","Calvo",1991-03-24 19:00:00,20,"M","Midfielder","Diego Calvo",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"France","Mediocampo","-DMC-",188,80,"Paul","Pogba",1993-03-14 19:00:00,6,"DM(C)","Defensive Midfielder (Center)","Paul Pogba",21,4,1,1,1,0,0,1,1,240,196,7,4,3,2,8,0,5,3,10,3,0,0,5,15,10,0,5,7,6,1,24,17,1,0
"Costa Rica","Mediocampo",NA,177,66,"Yeltsin","Tejeda Valverde",1992-03-16 19:00:00,12,"M","Midfielder","Yeltsin Tejeda",22,5,0,4,1,0,0,0,0,173,141,1,4,16,4,6,0,5,4,1,0,2,0,0,1,2,0,1,5,0,0,24,16,0,0
"Costa Rica","Defensa","-DL-",176,73,"Waylon","Francis",1990-09-19 19:00:00,23,"D(L)","Defender (Left)","Waylon Francis",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Colombia","Mediocampo","-AMC-",168,62,"Juan","Quintero",1993-01-17 19:00:00,15,"AM(C)","Attacking Midfielder (Center)","Juan Quintero",21,1,2,1,0,0,0,1,0,39,28,0,0,2,2,1,0,1,0,3,2,0,0,3,2,1,0,1,2,5,1,4,2,0,0
"Belgium","Delantero","-AML-",185,75,"Divock","Origi",1995-04-17 19:00:00,11,"AM(L)","Attacking Midfielder (Left)","Divock Origi",19,2,3,2,0,0,0,1,0,45,36,5,6,1,1,5,0,0,2,11,7,0,0,3,10,3,4,6,9,3,1,2,1,1,1
"Colombia","Mediocampo",NA,180,77,"Carlos","Carbonero",1990-07-24 19:00:00,18,"M","Midfielder","Carlos Carbonero",23,0,1,0,0,0,0,0,0,21,15,3,0,1,0,2,0,0,0,1,0,0,0,0,0,3,0,1,2,0,0,1,1,0,0
