"","PlayerId","TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"141",24814,"Germany","Defensa","-DC-DL-DR-",187,80,"Benedikt","Höwedes",1988-02-28 19:00:00,3,"D(CLR)","Defender (Center, Left, Right)","Benedikt Höwedes",26,1,0,0,0,0,0,0,0,21,16,1,3,9,2,1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"118",24929,"France","Mediocampo","-AMC-AML-AMR-",167,58,"Mathieu","Valbuena",1984-09-27 19:00:00,3,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Mathieu Valbuena",29,1,0,1,0,0,0,0,0,31,26,1,1,0,0,1,0,0,0,2,1,0,0,1,0,2,1,5,1,10,1,2,1,0,0
"29",25191,"Belgium","Mediocampo","-DMC-",183,73,"Axel","Witsel",1989-01-11 19:00:00,6,"DM(C)","Defensive Midfielder (Center)","Axel Witsel",25,1,0,0,0,0,0,0,0,55,50,0,0,2,3,1,0,2,3,2,0,0,0,1,0,3,0,1,0,0,0,5,4,1,0
"128",25604,"France","Arquero","-GK-",188,73,"Hugo","Lloris",1986-12-25 19:00:00,13,"GK","Goalkeeper","Hugo Lloris",27,1,0,0,0,0,0,0,0,23,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0
"138",25608,"France","Arquero","-GK-",188,90,"Stéphane","Ruffier",1986-09-26 19:00:00,23,"GK","Goalkeeper","Stéphane Ruffier",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"22",25956,"Argentina","Mediocampo","-AMC-AML-AMR-",177,71,"Augusto","Fernández",1986-04-09 18:00:00,22,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Augusto Fernández",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",26682,"Colombia","Defensa","-DL-MC-ML-MR-",172,72,"Juan","Zuñiga",1985-12-13 19:00:00,11,"D(L),M(CLR)","Defender (Left) / Midfielder (Center, Left, Right)","Juan Zuñiga",28,1,0,0,0,0,0,0,0,20,18,0,2,1,3,2,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0
"78",26720,"Colombia","Mediocampo","-DMC-",182,80,"Carlos","Sánchez",1986-02-05 19:00:00,9,"DM(C)","Defensive Midfielder (Center)","Carlos Sánchez",28,1,0,0,0,0,0,0,0,25,20,1,2,0,2,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
"113",26740,"Costa Rica","Mediocampo",NA,183,74,"Óscar Esteban","Granados Maroto",1985-10-24 19:00:00,21,"M","Midfielder","Esteban Granados",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21",27009,"Argentina","Arquero",NA,190,83,"Agustín","Orión",1981-07-25 19:00:00,21,"GK","Goalkeeper","Agustín Orión",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73",27494,"Colombia","Delantero","-FW-",184,75,"Jackson","Martínez",1986-10-02 19:00:00,4,"FW","Forward","Jackson Martínez",27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"179",27512,"Netherlands","Delantero","-AML-AMR-FW-",178,80,"Jeremain","Lens",1987-11-23 19:00:00,18,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Jeremain Lens",26,0,1,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,2,0,0,0,1,1,0,0
"50",27586,"Brazil","Defensa","-DC-DMC-",189,86,"David","Luiz Moreira Marinho",1987-04-21 19:00:00,4,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","David Luiz",27,1,0,0,0,0,0,1,0,22,18,1,0,1,5,2,1,6,0,1,1,0,0,0,1,2,0,1,-1,0,0,8,5,0,0
"60",28191,"Brazil","Mediocampo","-MC-ML-MR-",180,70,"Ramires","Santos do Nascimento",1987-03-23 19:00:00,14,"M(CLR)","Midfielder (Center, Left, Right)","Ramires",27,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"52",28550,"Brazil","Defensa","-DC-",183,79,"Thiago Emiliano","da Silva",1984-09-21 19:00:00,6,"D(C)","Defender (Center)","Thiago Silva",29,1,0,0,1,0,0,1,0,26,23,5,2,0,3,2,1,14,0,1,1,3,0,0,0,2,0,0,0,0,0,4,2,0,0
"64",29463,"Brazil","Mediocampo","-AMC-AML-AMR-",175,75,"Willian","Borges Da Silva",1988-08-08 19:00:00,18,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Willian",25,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"124",29544,"France","Mediocampo","-DMC-",181,75,"Morgan","Schneiderlin",1989-11-07 19:00:00,9,"DM(C)","Defensive Midfielder (Center)","Morgan Schneiderlin",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"126",29575,"France","Defensa","-DC-",187,83,"Mamadou","Sakho",1990-02-12 19:00:00,11,"D(C)","Defender (Center)","Mamadou Sakho",24,1,0,1,0,0,0,0,0,39,34,5,2,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,0,4,3,0,0
"132",29595,"France","Mediocampo","-MC-MR-",187,83,"Moussa","Sissoko",1989-08-15 19:00:00,17,"M(CR)","Midfielder (Center, Right)","Moussa Sissoko",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"129",30051,"France","Defensa","-DC-",186,75,"Laurent","Koscielny",1985-09-09 19:00:00,14,"D(C)","Defender (Center)","Laurent Koscielny",28,0,1,0,0,0,0,0,0,10,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0
"82",30987,"Colombia","Delantero",NA,181,73,"Teófilo","Gutiérrez",1985-05-16 19:00:00,13,"FW","Forward","Teófilo Gutiérrez",29,1,0,1,0,0,0,0,0,22,14,3,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,1,1,0,0
"158",31005,"Germany","Defensa","-DR-MC-ML-MR-",186,72,"Kevin","Großkreutz",1988-07-18 19:00:00,20,"D(R),M(CLR)","Defender (Right) / Midfielder (Center, Left, Right)","Kevin Großkreutz",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142",31772,"Germany","Mediocampo","-MC-ML-MR-",182,78,"Toni","Kroos",1990-01-03 19:00:00,4,"M(CLR)","Midfielder (Center, Left, Right)","Toni Kroos",24,1,0,1,0,0,0,0,1,33,28,0,0,1,0,2,0,0,1,2,0,0,0,3,0,3,0,2,0,7,2,5,3,0,0
"164",32323,"Netherlands","Defensa","-DR-",185,80,"Daryl","Janmaat",1989-07-21 19:00:00,3,"D(R)","Defender (Right)","Daryl Janmaat",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"88",32629,"Colombia","Mediocampo",NA,177,77,"Alexander","Mejía",1988-07-10 19:00:00,19,"M","Midfielder","Alexander Mejía",25,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",33404,"Belgium","Delantero","-AMC-AML-AMR-",173,74,"Eden","Hazard",1991-01-06 19:00:00,4,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Eden Hazard",23,1,0,1,1,0,0,0,0,30,22,0,1,0,6,1,0,0,0,0,0,0,0,1,2,1,0,3,0,1,0,1,0,1,0
"174",33568,"Netherlands","Mediocampo","-AMC-",173,69,"Georginio","Wijnaldum",1990-11-10 19:00:00,13,"AM(C)","Attacking Midfielder (Center)","Georginio Wijnaldum",23,1,0,0,0,0,0,0,0,60,55,3,3,1,0,1,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,7,7,0,0
"67",33690,"Brazil","Arquero","-GK-",190,80,"Jefferson","de Oliveira Galvao",1983-01-01 19:00:00,21,"GK","Goalkeeper","Jefferson",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"13",33831,"Argentina","Arquero","-GK-",192,83,"Sergio","Romero",1987-02-21 19:00:00,13,"GK","Goalkeeper","Sergio Romero",27,1,0,0,0,0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0
"41",34302,"Belgium","Mediocampo","-AMC-AML-",187,80,"Nacer","Chadli",1989-08-01 19:00:00,18,"AM(CL)","Attacking Midfielder (Center, Left)","Nacer Chadli",24,0,1,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0
"169",35174,"Netherlands","Mediocampo","-MC-",188,79,"Leroy","Fer",1990-01-04 19:00:00,8,"M(C)","Midfielder (Center)","Leroy Fer",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",35776,"Costa Rica","Defensa","-DR-",173,70,"Cristian","Gamboa",1989-10-23 19:00:00,7,"D(R)","Defender (Right)","Cristian Gamboa",24,1,0,1,0,0,0,0,0,15,10,1,1,5,0,2,2,3,1,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0
"58",36399,"Brazil","Mediocampo","-MC-",181,77,"José Paulo","Bezerra Maciel Júnior",1988-07-24 19:00:00,12,"M(C)","Midfielder (Center)","Paulinho",25,1,0,1,0,0,0,0,0,22,18,1,1,5,0,3,0,1,2,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0
"72",36745,"Colombia","Arquero","-GK-",183,80,"David","Ospina",1988-08-30 19:00:00,3,"GK","Goalkeeper","David Ospina",25,1,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0
"139",37099,"Germany","Mediocampo","-AMC-AML-AMR-FW-",186,75,"Thomas","Müller",1989-09-12 19:00:00,1,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Thomas Müller",24,1,0,0,0,0,0,0,0,34,23,1,5,2,0,5,0,0,2,1,0,1,0,3,1,4,0,1,5,0,0,3,1,0,0
"107",39316,"Costa Rica","Delantero",NA,179,72,"Marcos","Ureña",1990-03-04 19:00:00,15,"FW","Forward","Marcos Ureña",24,0,1,0,0,0,0,0,0,11,8,0,7,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,3,0,0,0,0,0,0
"69",40667,"Brazil","Arquero","-GK-",193,84,"Victor Leandro","Bagy",1983-01-20 19:00:00,23,"GK","Goalkeeper","Victor",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65",40765,"Brazil","Defensa","-DC-DR-",187,84,"Henrique","Adriano Buss",1986-10-13 19:00:00,19,"D(CR)","Defender (Center, Right)","Henrique",27,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",41034,"Costa Rica","Mediocampo",NA,177,71,"Michael","Barrantes",1983-10-03 19:00:00,18,"M","Midfielder","Michael Barrantes",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49",41065,"Brazil","Mediocampo","-AMC-AML-AMR-",179,67,"Oscar","dos Santos Emboaba Junior",1991-09-08 19:00:00,3,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Oscar",22,1,0,0,0,0,0,0,0,35,28,1,1,5,1,2,0,2,4,1,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0
"20",41489,"Argentina","Mediocampo","-AMC-AML-AMR-",188,73,"Ricardo","Álvarez",1988-04-11 19:00:00,20,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Ricardo Álvarez",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48",43369,"Brazil","Mediocampo","-DC-DL-DMC-",187,80,"Luiz Gustavo","Dias",1987-07-22 19:00:00,2,"D(CL),DM(C)","Defender (Center, Left) / Defensive Midfielder (Center)","Luiz Gustavo",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",44847,"Argentina","Defensa","-DC-",190,83,"Federico","Fernández",1989-02-20 19:00:00,6,"D(C)","Defender (Center)","Federico Fernández",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"71",44868,"Colombia","Mediocampo","-DR-FW-MC-ML-MR-",176,66,"Juan Guillermo","Cuadrado",1988-05-25 19:00:00,2,"D(R),M(CLR),FW","Defender (Right) / Midfielder (Center, Left, Right) / Forward","Juan Guillermo Cuadrado",26,1,0,1,0,0,0,0,0,19,12,1,1,1,0,3,0,0,3,3,1,0,0,1,1,6,0,8,1,1,0,1,0,0,0
"47",50835,"Brazil","Delantero","-AMC-AML-AMR-",174,64,"Neymar da Silva","Santos Júnior",1992-02-04 19:00:00,1,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Neymar",22,1,0,1,0,0,0,0,1,32,22,0,1,3,0,1,0,0,0,3,0,1,0,4,3,4,0,1,2,6,2,2,1,0,0
"46",52197,"Belgium","Arquero","-GK-",193,87,"Simon","Mignolet",1988-03-05 19:00:00,23,"GK","Goalkeeper","Simon Mignolet",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",52201,"Belgium","Arquero","-GK-",187,73,"Sammy","Bossut",1985-08-10 19:00:00,22,"GK","Goalkeeper","Sammy Bossut",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"92",53362,"Colombia","Arquero",NA,185,81,"Camilo","Vargas",1989-03-08 19:00:00,23,"GK","Goalkeeper","Camilo Vargas",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114",53606,"Costa Rica","Arquero",NA,178,74,"Patrick","Pemberton",1982-04-23 18:00:00,22,"GK","Goalkeeper","Patrick Pemberton",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",53614,"Costa Rica","Mediocampo",NA,178,73,"José","Cubero",1987-02-13 19:00:00,17,"M","Midfielder","José Cubero",27,0,1,0,0,0,0,0,0,12,6,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"75",62065,"Colombia","Defensa",NA,183,80,"Carlos","Valdés",1985-05-21 19:00:00,6,"D","Defender","Carlos Valdés",29,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"94",62575,"Costa Rica","Defensa","-DC-",191,84,"Giancarlo","Gonzalez",1988-02-07 19:00:00,2,"D(C)","Defender (Center)","Giancarlo Gonzalez",26,1,0,0,1,0,0,0,0,32,27,4,0,3,1,1,6,17,0,1,0,1,0,0,0,2,0,0,0,0,0,7,3,0,0
"111",62699,"Costa Rica","Arquero",NA,183,74,"Daniel","Cambronero",1986-01-07 19:00:00,19,"GK","Goalkeeper","Daniel Cambronero",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",65901,"Costa Rica","Arquero","-GK-",184,78,"Keylor","Navas",1986-12-14 19:00:00,3,"GK","Goalkeeper","Keylor Navas",27,1,0,0,0,0,0,0,0,29,16,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,21,8,0,0
"161",67300,"Germany","Arquero","-GK-",188,83,"Ron-Robert","Zieler",1989-02-11 19:00:00,23,"GK","Goalkeeper","Ron-Robert Zieler",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"135",68852,"France","Defensa","-DC-",187,74,"Eliaquim","Mangala",1991-02-12 19:00:00,20,"D(C)","Defender (Center)","Eliaquim Mangala",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",69933,"Belgium","Defensa","-DC-DR-",186,81,"Toby","Alderweireld",1989-03-01 19:00:00,8,"D(CR)","Defender (Center, Right)","Toby Alderweireld",25,1,0,0,1,0,0,0,0,45,36,1,1,4,0,2,0,5,1,0,0,0,0,1,0,1,0,3,1,2,0,10,7,0,0
"166",70033,"Netherlands","Defensa","-DL-DMC-",180,72,"Daley","Blind",1990-03-08 19:00:00,5,"D(L),DM(C)","Defender (Left) / Defensive Midfielder (Center)","Daley Blind",24,1,0,0,0,0,0,0,0,79,68,2,2,1,3,0,1,2,1,0,0,0,0,1,0,1,0,1,2,1,0,13,10,0,0
"4",70050,"Argentina","Defensa","-DC-",187,80,"Marcos","Rojo",1990-03-19 19:00:00,4,"D(C)","Defender (Center)","Marcos Rojo",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"70",71182,"Colombia","Mediocampo","-AMC-AML-AMR-",180,79,"James","Rodríguez",1991-07-11 19:00:00,1,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","James Rodríguez",22,1,0,0,1,0,0,1,0,41,27,0,0,0,0,2,0,0,1,2,1,0,0,3,5,6,0,3,3,5,2,3,1,1,1
"86",71687,"Colombia","Delantero","-FW-",181,76,"Carlos","Bacca",1986-09-07 19:00:00,17,"FW","Forward","Carlos Bacca",27,0,1,0,0,0,0,0,0,5,4,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"24",73084,"Belgium","Mediocampo","-AMC-AML-AMR-",181,76,"Kevin","De Bruyne",1991-06-27 19:00:00,1,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Kevin De Bruyne",23,1,0,0,0,0,0,0,0,34,23,0,1,4,2,1,0,0,2,3,1,0,0,1,0,0,0,1,1,8,2,6,5,0,0
"35",73798,"Belgium","Arquero","-GK-",198,83,"Thibaut","Courtois",1992-05-10 19:00:00,12,"GK","Goalkeeper","Thibaut Courtois",22,1,0,0,0,0,0,0,0,10,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0
"91",74805,"Colombia","Delantero","-AML-AMR-FW-",186,69,"Víctor","Ibarbo",1990-05-18 19:00:00,22,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Víctor Ibarbo",24,1,0,1,0,0,0,0,0,10,6,1,3,1,0,2,0,2,2,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0
"150",77461,"Germany","Delantero","-AMC-AML-AMR-FW-",183,72,"André","Schürrle",1990-11-05 19:00:00,12,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","André Schürrle",23,0,1,0,0,0,0,0,0,5,4,0,1,2,2,2,0,1,1,3,2,0,0,0,0,2,0,0,1,1,0,0,0,0,0
"40",78498,"Belgium","Delantero","-FW-",190,94,"Romelu","Lukaku",1993-05-12 19:00:00,17,"FW","Forward","Romelu Lukaku",21,0,1,0,0,0,0,0,0,5,4,1,3,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
"130",80241,"France","Mediocampo","-AML-AMR-FW-",176,67,"Antoine","Griezmann",1991-03-20 19:00:00,15,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Antoine Griezmann",23,1,0,0,0,0,0,0,0,22,13,1,1,1,1,0,0,0,0,1,0,0,0,3,2,3,0,2,3,3,2,2,1,1,1
"148",80382,"Germany","Mediocampo","-AMC-AML-AMR-FW-",176,64,"Mario","Götze",1992-06-02 19:00:00,10,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Mario Götze",22,0,1,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"153",80921,"Germany","Defensa","-DC-DR-",184,73,"Shkodran","Mustafi",1992-04-16 19:00:00,15,"D(CR)","Defender (Center, Right)","Shkodran Mustafi",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163",82399,"Netherlands","Defensa","-DC-",189,78,"Stefan","de Vrij",1992-02-04 19:00:00,2,"D(C)","Defender (Center)","Stefan de Vrij",22,1,0,0,0,0,0,0,0,88,75,5,1,5,4,2,0,14,1,0,0,1,0,0,0,0,0,0,1,1,0,18,13,0,0
"137",85693,"France","Mediocampo","-AMC-AML-AMR-",172,66,"Rémy","Cabella",1990-03-07 19:00:00,22,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Rémy Cabella",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",88112,"Colombia","Defensa","-DR-",175,72,"Santiago","Arias",1992-01-12 19:00:00,21,"D(R)","Defender (Right)","Santiago Arias",22,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",89851,"Costa Rica","Defensa",NA,184,85,"Oscar","Duarte",1989-06-02 19:00:00,6,"D","Defender","Oscar Duarte",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122",89925,"France","Defensa","-DL-",178,74,"Lucas","Digne",1993-07-19 19:00:00,7,"D(L)","Defender (Left)","Lucas Digne",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"183",90802,"Netherlands","Mediocampo","-MC-",169,66,"Jordy","Clasie",1991-06-26 19:00:00,22,"M(C)","Midfielder (Center)","Jordy Clasie",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178",90810,"Netherlands","Defensa","-DC-DL-",187,76,"Bruno","Martins Indi",1992-02-07 19:00:00,17,"D(CL)","Defender (Center, Left)","Bruno Martins Indi",22,1,0,1,1,0,0,0,0,87,85,0,0,5,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,14,12,0,0
"176",90811,"Netherlands","Arquero","-GK-",187,82,"Jasper","Cillessen",1989-04-21 19:00:00,15,"GK","Goalkeeper","Jasper Cillessen",25,1,0,1,0,0,0,0,0,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,0
"101",91793,"Costa Rica","Defensa",NA,175,77,"Johnny","Acosta",1983-07-20 19:00:00,9,"D","Defender","Johnny Acosta",30,1,0,0,1,0,0,0,0,41,32,2,0,3,1,1,2,8,2,1,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0
"127",93206,"France","Defensa","-DC-DMC-",191,76,"Raphael","Varane",1993-04-24 19:00:00,12,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Raphael Varane",21,1,0,0,0,0,0,0,0,46,42,3,1,0,2,0,0,6,0,1,1,1,0,1,0,1,0,0,0,0,0,11,9,0,0
"100",95977,"Costa Rica","Delantero","-AML-AMR-FW-",178,71,"Joel","Campbell",1992-06-25 19:00:00,8,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Joel Campbell",22,1,0,1,0,0,0,0,0,17,11,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,3,3,0,0,0,0,0,0
"112",96296,"Costa Rica","Mediocampo",NA,178,71,"Diego","Calvo",1991-03-24 19:00:00,20,"M","Midfielder","Diego Calvo",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"157",96449,"Germany","Mediocampo","-AMC-AML-",185,74,"Julian","Draxler",1993-09-19 19:00:00,19,"AM(CL)","Attacking Midfielder (Center, Left)","Julian Draxler",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121",97752,"France","Mediocampo","-DMC-",188,80,"Paul","Pogba",1993-03-14 19:00:00,6,"DM(C)","Defensive Midfielder (Center)","Paul Pogba",21,1,0,0,0,0,0,0,0,38,27,1,1,1,1,3,0,1,0,0,0,0,0,1,6,2,0,3,1,1,0,4,2,0,0
"59",101642,"Brazil","Mediocampo",NA,166,57,"Bernard","Anício Caldeira Duarte",1992-09-07 19:00:00,13,"M","Midfielder","Bernard",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"155",102365,"Germany","Mediocampo","-MC-",189,82,"Christoph","Kramer",1991-02-18 19:00:00,17,"M(C)","Midfielder (Center)","Christoph Kramer",23,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",107327,"Costa Rica","Mediocampo",NA,177,66,"Yeltsin","Tejeda Valverde",1992-03-16 19:00:00,12,"M","Midfielder","Yeltsin Tejeda",22,1,0,1,0,0,0,0,0,26,22,0,1,4,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,6,3,0,0
"180",109117,"Netherlands","Defensa","-DC-DL-",183,70,"Terence","Kongolo",1994-02-13 19:00:00,19,"D(CL)","Defender (Center, Left)","Terence Kongolo",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"168",110154,"Netherlands","Delantero","-AML-",176,78,"Memphis","Depay",1994-02-12 19:00:00,7,"AM(L)","Attacking Midfielder (Left)","Memphis Depay",20,1,0,1,0,0,0,0,0,21,17,1,0,1,2,0,0,0,1,1,1,0,0,1,3,0,2,3,1,2,0,0,0,1,0
