"","PlayerId","TeamName","PositionText","PlayedPositionsRaw","Height","Weight","FirstName","LastName","DateOfBirth","Ranking","PositionShort","PositionLong","Name","Age","GameStarted","SubOn","SubOff","Yellow","SecondYellow","Red","Goals","Assists","TotalPasses","AccuratePasses","AerialWon","AerialLost","TotalTackles","Interceptions","Fouls","OffsidesWon","TotalClearances","WasDribbled","TotalShots","ShotsOnTarget","ShotsBlocked","OwnGoals","KeyPasses","Dribbles","WasFouled","Offsides","Dispossesed","Turnovers","TotalCrosses","AccurateCrosses","TotalLongBalls","AccurateLongBalls","TotalThroughBalls","AccurateThroughBalls"
"235",19582,"Belgium","Defender","-DC-",188,83,"Nicolas","Lombaerts",1985-03-19 19:00:00,5,"D(C)","Defender (Center)","Nicolas Lombaerts",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"251",19661,"Belgium","defender",NA,180,65,"Laurent","Ciman",1985-08-04 19:00:00,21,"D","Defender","Laurent Ciman",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198",19729,"Argentina","Forward","-AMR-FW-",184,79,"Gonzalo","Higuaín",1987-12-09 19:00:00,14,"AM(R),FW","Attacking Midfielder (Right) / Forward","Gonzalo Higuaín",26,1,0,0,0,0,0,0,0,18,14,1,2,0,0,0,0,2,4,4,1,0,0,1,0,2,0,1,3,1,0,1,1,0,0
"92",19940,"Greece","Defender","-DC-DR-",193,78,"Vangelis","Moras",1981-08-25 19:00:00,23,"D(CR)","Defender (Center, Right)","Vangelis Moras",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197",20037,"Argentina","defender",NA,188,78,"José","Basanta",1984-04-02 18:00:00,13,"D","Defender","José Basanta",30,0,1,0,0,0,0,0,0,8,8,0,0,2,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"52",20960,"Costa Rica","defender",NA,183,78,"Michael","Umaña",1982-07-15 19:00:00,6,"D","Defender","Michael Umaña",31,1,0,0,0,0,0,0,0,30,28,2,2,3,1,2,2,11,2,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
"56",20969,"Costa Rica","Midfielder","-MR-",175,67,"Christian","Bolaños",1984-05-16 19:00:00,10,"M(R)","Midfielder (Right)","Christian Bolaños",30,1,0,1,0,0,0,0,1,18,11,1,3,1,2,2,0,1,1,2,0,0,0,2,0,0,0,1,1,3,1,4,1,0,0
"28",21015,"Mexico","Goalkeeper","-GK-",183,72,"Guillermo","Ochoa",1985-07-12 19:00:00,5,"GK","Goalkeeper","Guillermo Ochoa",28,1,0,0,0,0,0,0,0,9,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"34",21019,"Mexico","Midfielder","-DL-MC-ML-",169,67,"Andrés","Guardado",1986-09-27 19:00:00,11,"D(L),M(CL)","Defender (Left) / Midfielder (Center, Left)","Andrés Guardado",27,1,0,0,1,0,0,0,0,32,26,0,1,0,0,2,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,1,1,0,0
"72",21499,"Greece","Defender","-DL-ML-",184,77,"José","Holebas",1984-06-26 19:00:00,3,"D(L),M(L)","Defender (Left) / Midfielder (Left)","José Holebas",30,1,0,0,0,0,0,0,0,58,48,2,1,4,0,0,0,1,3,0,0,0,0,4,2,3,1,1,3,16,7,5,0,0,0
"140",21541,"Germany","Defender","-DC-DMC-",192,90,"Mats","Hummels",1988-12-15 19:00:00,2,"D(C),DM(C)","Defender (Center) / Defensive Midfielder (Center)","Mats Hummels",25,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"234",21778,"Belgium","Defender","-DC-DL-",189,86,"Jan","Vertonghen",1987-04-23 19:00:00,4,"D(CL)","Defender (Center, Left)","Jan Vertonghen",27,1,0,0,0,0,0,0,0,42,34,5,3,4,3,1,0,13,2,4,2,2,0,2,1,0,0,1,1,8,1,1,0,0,0
"205",22117,"Argentina","Midfielder","-MC-",177,71,"Enzo","Pérez",1986-02-21 19:00:00,21,"M(C)","Midfielder (Center)","Enzo Pérez",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"201",22205,"Argentina","Midfielder","-DMC-",178,63,"Lucas","Biglia",1986-01-29 19:00:00,17,"DM(C)","Defensive Midfielder (Center)","Lucas Biglia",28,0,1,0,0,0,0,0,0,11,11,0,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0
"71",22210,"Greece","Defender","-DC-DR-",185,85,"Sokratis","Papastathopoulos",1988-06-08 19:00:00,2,"D(CR)","Defender (Center, Right)","Sokratis",26,1,0,0,0,0,0,1,0,59,54,8,1,3,0,1,1,10,0,2,1,0,0,2,1,1,0,1,0,1,0,10,9,0,0
"23",22319,"Netherlands","Goalkeeper","-GK-",188,74,"Tim","Krul",1988-04-02 18:00:00,23,"GK","Goalkeeper","Tim Krul",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"222",22418,"Switzerland","Midfielder","-DMC-",183,70,"Gelson","Fernandes",1986-09-01 19:00:00,15,"DM(C)","Defensive Midfielder (Center)","Gelson Fernandes",27,0,1,0,1,0,0,0,0,18,16,1,2,1,0,2,0,2,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
"238",22738,"Belgium","Midfielder","-MC-",194,85,"Marouane","Fellaini",1987-11-21 19:00:00,8,"M(C)","Midfielder (Center)","Marouane Fellaini",26,1,0,0,0,0,0,0,0,46,36,5,4,-1,1,8,0,6,1,3,0,0,0,2,1,0,0,1,1,0,0,1,0,0,0
"265",22825,"USA","Midfielder","-DMC-",186,75,"Michael","Bradley",1987-07-30 19:00:00,12,"DM(C)","Defensive Midfielder (Center)","Michael Bradley",26,1,0,0,0,0,0,0,1,90,80,0,0,4,0,1,0,0,4,1,0,0,0,2,1,1,0,2,1,1,0,5,5,3,1
"110",23054,"France","Forward","-AML-AMR-FW-",185,80,"Loïc","Remy",1987-01-01 19:00:00,18,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Loïc Remy",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",23083,"Greece","Midfielder","-AMC-AML-AMR-",184,75,"Panagiotis","Kone",1987-07-25 19:00:00,11,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Panagiotis Kone",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243",23100,"Belgium","Midfielder","-AML-AMR-",164,61,"Dries","Mertens",1987-05-05 19:00:00,13,"AM(LR)","Attacking Midfielder (Left, Right)","Dries Mertens",27,1,0,1,0,0,0,0,0,18,15,0,0,1,0,2,0,0,2,2,1,0,0,1,1,2,0,1,3,13,1,1,1,0,0
"186",23110,"Argentina","Midfielder","-AMC-AML-AMR-",180,70,"Ángel","Di María",1988-02-13 19:00:00,2,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Ángel Di María",26,1,0,0,1,0,0,1,0,57,36,0,0,0,0,2,0,1,3,12,3,0,0,3,9,5,0,5,4,19,4,6,2,1,0
"264",23525,"USA","Midfielder","-DMC-",181,75,"Kyle","Beckerman",1982-04-22 18:00:00,11,"DM(C)","Defensive Midfielder (Center)","Kyle Beckerman",32,0,0,0,0,0,0,0,0,-3,-3,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
"79",23567,"Greece","Defender","-DL-DR-",185,80,"Vasilis","Torosidis",1985-06-09 19:00:00,10,"D(LR)","Defender (Left, Right)","Vasilis Torosidis",29,1,0,0,0,0,0,0,0,48,37,2,1,0,1,0,0,3,0,0,0,1,0,1,1,2,1,0,0,6,0,9,5,0,0
"146",23589,"Germany","Defender","-DC-DL-DR-",192,90,"Jerome","Boateng",1988-09-02 19:00:00,8,"D(CLR)","Defender (Center, Left, Right)","Jerome Boateng",25,1,0,0,0,0,0,0,0,93,80,1,0,2,2,1,1,12,1,1,0,1,0,1,0,1,0,0,0,1,0,9,5,0,0
"58",23816,"Costa Rica","Forward","-AMC-",186,81,"Celso","Borges",1988-05-26 19:00:00,12,"AM(C)","Attacking Midfielder (Center)","Celso Borges",26,1,0,0,0,0,0,0,0,36,34,1,2,0,0,2,0,1,2,1,0,0,0,1,0,0,0,1,0,0,0,2,2,1,0
"179",24108,"Algeria","Midfielder","-DMC-",187,77,"Hassan","Yebda",1984-05-13 19:00:00,18,"DM(C)","Defensive Midfielder (Center)","Hassan Yebda",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",24372,"Costa Rica","Defender","-DL-",185,76,"Júnior Enrique","Díaz Campbell",1983-09-11 19:00:00,4,"D(L)","Defender (Left)","Júnior Díaz",30,1,0,0,0,0,0,0,0,28,18,1,1,1,1,0,1,7,4,0,0,0,0,0,0,2,0,0,1,1,0,5,2,0,0
"107",24444,"France","Forward","-FW-",192,88,"Olivier","Giroud",1986-09-29 19:00:00,15,"FW","Forward","Olivier Giroud",27,1,0,1,0,0,0,0,0,15,10,0,5,3,0,1,0,3,0,2,0,1,0,0,0,1,0,3,0,1,0,0,0,0,0
"143",24814,"Germany","Defender","-DC-DL-DR-",187,80,"Benedikt","Höwedes",1988-02-28 19:00:00,5,"D(CLR)","Defender (Center, Left, Right)","Benedikt Höwedes",26,1,0,0,0,0,0,0,0,43,36,4,4,2,1,1,0,4,1,1,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
"88",24886,"Greece","Defender","-DL-",183,81,"Giorgios","Tzavellas",1987-11-25 19:00:00,19,"D(L)","Defender (Left)","Giorgios Tzavellas",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"95",24929,"France","Midfielder","-AMC-AML-AMR-",167,58,"Mathieu","Valbuena",1984-09-27 19:00:00,3,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Mathieu Valbuena",29,1,0,1,0,0,0,0,0,51,48,1,1,3,1,1,0,0,0,0,0,0,0,5,1,2,0,4,1,16,7,0,0,0,0
"237",25191,"Belgium","Midfielder","-DMC-",183,73,"Axel","Witsel",1989-01-11 19:00:00,7,"DM(C)","Defensive Midfielder (Center)","Axel Witsel",25,1,0,0,0,0,0,0,0,51,46,5,1,0,1,0,0,1,0,3,0,0,0,1,0,3,0,0,1,0,0,4,3,0,0
"105",25604,"France","Goalkeeper","-GK-",188,73,"Hugo","Lloris",1986-12-25 19:00:00,13,"GK","Goalkeeper","Hugo Lloris",27,1,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,3,0,0
"115",25608,"France","Goalkeeper","-GK-",188,90,"Stéphane","Ruffier",1986-09-26 19:00:00,23,"GK","Goalkeeper","Stéphane Ruffier",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204",25956,"Argentina","Midfielder","-AMC-AML-AMR-",177,71,"Augusto","Fernández",1986-04-09 18:00:00,20,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Augusto Fernández",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269",26298,"USA","Forward","-FW-",185,72,"Jozy","Altidore",1989-11-05 19:00:00,16,"FW","Forward","Jozy Altidore",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"67",26740,"Costa Rica","midfielder",NA,183,74,"Óscar Esteban","Granados Maroto",1985-10-24 19:00:00,21,"M","Midfielder","Esteban Granados",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",26997,"Mexico","forward",NA,178,70,"Oribe","Peralta",1984-01-11 19:00:00,8,"FW","Forward","Oribe Peralta",30,1,0,1,0,0,0,0,0,22,16,0,5,0,0,0,0,1,0,1,1,0,0,2,1,1,1,2,0,1,0,2,1,0,0
"203",27009,"Argentina","Goalkeeper",NA,190,83,"Agustín","Orión",1981-07-25 19:00:00,19,"GK","Goalkeeper","Agustín Orión",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"18",27512,"Netherlands","Forward","-AML-AMR-FW-",178,80,"Jeremain","Lens",1987-11-23 19:00:00,18,"AM(LR),FW","Attacking Midfielder (Left, Right) / Forward","Jeremain Lens",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",28112,"Mexico","Forward","-AMC-AML-AMR-FW-",179,71,"Giovani","dos Santos",1989-05-10 19:00:00,9,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Giovani dos Santos",25,1,0,1,0,0,0,1,0,17,14,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"271",28625,"USA","Midfielder","-AMC-AML-",181,78,"Brad","Davis",1981-11-07 19:00:00,18,"AM(CL)","Attacking Midfielder (Center, Left)","Brad Davis",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"273",28746,"USA","Goalkeeper","-GK-",193,94,"Brad","Guzan",1984-09-08 19:00:00,20,"GK","Goalkeeper","Brad Guzan",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"270",28962,"USA","Forward","-FW-",183,75,"Chris","Wondolowski",1983-01-27 19:00:00,17,"FW","Forward","Chris Wondolowski",31,0,1,0,0,0,0,0,0,16,14,2,4,1,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,1,1
"101",29544,"France","Midfielder","-DMC-",181,75,"Morgan","Schneiderlin",1989-11-07 19:00:00,9,"DM(C)","Defensive Midfielder (Center)","Morgan Schneiderlin",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",29575,"France","Defender","-DC-",187,83,"Mamadou","Sakho",1990-02-12 19:00:00,11,"D(C)","Defender (Center)","Mamadou Sakho",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",29595,"France","Midfielder","-MC-MR-",187,83,"Moussa","Sissoko",1989-08-15 19:00:00,17,"M(CR)","Midfielder (Center, Right)","Moussa Sissoko",24,0,1,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"104",30051,"France","Defender","-DC-",186,75,"Laurent","Koscielny",1985-09-09 19:00:00,12,"D(C)","Defender (Center)","Laurent Koscielny",28,1,0,0,0,0,0,0,0,26,23,2,1,0,0,0,0,10,0,1,0,0,0,0,0,0,1,0,0,0,0,3,2,0,0
"268",30577,"USA","Defender","-DL-DR-ML-MR-",183,74,"Fabian","Johnson",1987-12-10 19:00:00,15,"D(LR),M(LR)","Defender (Left, Right) / Midfielder (Left, Right)","Fabian Johnson",26,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"158",31005,"Germany","Defender","-DR-MC-ML-MR-",186,72,"Kevin","Großkreutz",1988-07-18 19:00:00,20,"D(R),M(CLR)","Defender (Right) / Midfielder (Center, Left, Right)","Kevin Großkreutz",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141",31772,"Germany","Midfielder","-MC-ML-MR-",182,78,"Toni","Kroos",1990-01-03 19:00:00,3,"M(CLR)","Midfielder (Center, Left, Right)","Toni Kroos",24,1,0,0,0,0,0,0,0,104,90,1,1,1,1,0,0,1,0,2,1,0,0,5,4,3,0,3,2,13,3,10,7,0,0
"226",31777,"Switzerland","Forward","-FW-",175,74,"Mario","Gavranovic",1989-11-23 19:00:00,19,"FW","Forward","Mario Gavranovic",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",32323,"Netherlands","Defender","-DR-",185,80,"Daryl","Janmaat",1989-07-21 19:00:00,3,"D(R)","Defender (Right)","Daryl Janmaat",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",32432,"Greece","Forward","-FW-",188,86,"Kostas","Mitroglou",1988-03-11 19:00:00,17,"FW","Forward","Kostas Mitroglou",26,0,1,0,0,0,0,0,0,7,7,1,1,0,0,1,0,0,0,3,2,0,0,2,0,0,2,0,1,0,0,1,1,0,0
"73",32519,"Greece","Defender","-DMC-",175,68,"Giannis","Maniatis",1986-10-11 19:00:00,4,"DM(C)","Defensive Midfielder (Center)","Giannis Maniatis",27,1,0,1,0,0,0,0,0,53,37,1,0,0,0,1,0,2,1,0,0,0,0,1,2,2,0,0,0,0,0,9,4,0,0
"129",33064,"Nigeria","Midfielder","-AMC-AML-AMR-",177,75,"Victor","Moses",1990-12-11 19:00:00,14,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Victor Moses",23,1,0,1,0,0,0,0,0,26,18,1,0,2,1,3,0,1,1,1,0,0,0,0,1,3,0,1,2,3,0,0,0,0,0
"232",33404,"Belgium","Forward","-AMC-AML-AMR-",173,74,"Eden","Hazard",1991-01-06 19:00:00,2,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Eden Hazard",23,1,0,1,0,0,0,0,0,56,50,0,0,2,0,3,0,0,2,4,2,0,0,4,5,1,0,1,0,1,0,3,3,0,0
"27",33495,"Mexico","Defender","-DC-",184,81,"Héctor","Moreno",1988-01-16 19:00:00,4,"D(C)","Defender (Center)","Héctor Moreno",26,1,0,1,0,0,0,0,0,24,18,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0
"14",33568,"Netherlands","Midfielder","-AMC-",173,69,"Georginio","Wijnaldum",1990-11-10 19:00:00,14,"AM(C)","Attacking Midfielder (Center)","Georginio Wijnaldum",23,1,0,0,0,0,0,0,0,37,30,1,0,1,0,0,0,3,1,0,0,0,0,1,1,1,0,0,0,0,0,4,4,0,0
"196",33831,"Argentina","Goalkeeper","-GK-",192,83,"Sergio","Romero",1987-02-21 19:00:00,12,"GK","Goalkeeper","Sergio Romero",27,1,0,0,0,0,0,0,0,13,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"163",34239,"Algeria","Midfielder","-AML-AMR-",177,71,"Sofiane","Feghouli",1989-12-25 19:00:00,2,"AM(LR)","Attacking Midfielder (Left, Right)","Sofiane Feghouli",24,1,0,0,0,0,0,0,1,33,18,2,0,2,5,2,0,0,0,2,0,0,0,2,2,1,0,1,2,5,1,3,1,1,0
"248",34302,"Belgium","Midfielder","-AMC-AML-",187,80,"Nacer","Chadli",1989-08-01 19:00:00,18,"AM(CL)","Attacking Midfielder (Center, Left)","Nacer Chadli",24,0,1,0,0,0,0,0,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",34333,"Mexico","defender",NA,178,66,"Miguel","Layún",1988-06-24 19:00:00,10,"D","Defender","Miguel Layún",26,1,0,0,0,0,0,0,0,18,14,0,0,0,0,0,0,0,2,2,0,0,0,1,3,0,0,0,0,3,0,3,2,0,0
"41",35003,"Mexico","Forward","-FW-",173,62,"Javier","Hernández",1988-05-31 19:00:00,18,"FW","Forward","Javier Hernández",26,0,1,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0
"8",35174,"Netherlands","Midfielder","-MC-",188,79,"Leroy","Fer",1990-01-04 19:00:00,8,"M(C)","Midfielder (Center)","Leroy Fer",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"90",35177,"Greece","Midfielder","-MC-",191,86,"Panagiotis","Tachtsidis",1991-02-14 19:00:00,21,"M(C)","Midfielder (Center)","Panagiotis Tachtsidis",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",35430,"Mexico","keeper",NA,178,82,"Jose de Jesús","Corona",1981-01-25 19:00:00,22,"GK","Goalkeeper","Jose de Jesús Corona",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"40",35433,"Mexico","midfielder",NA,170,65,"Marco","Fabián",1989-07-20 19:00:00,17,"M","Midfielder","Marco Fabián",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"230",35758,"Switzerland","Goalkeeper","-GK-",182,79,"Yann","Sommer",1988-12-16 19:00:00,23,"GK","Goalkeeper","Yann Sommer",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",35776,"Costa Rica","Defender","-DR-",173,70,"Cristian","Gamboa",1989-10-23 19:00:00,9,"D(R)","Defender (Right)","Cristian Gamboa",24,1,0,1,0,0,0,0,0,20,11,1,0,4,0,1,1,5,0,1,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0
"224",35895,"Switzerland","Midfielder","-AML-",179,72,"Valentin","Stocker",1989-04-11 19:00:00,17,"AM(L)","Attacking Midfielder (Left)","Valentin Stocker",25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139",37099,"Germany","Midfielder","-AMC-AML-AMR-FW-",186,75,"Thomas","Müller",1989-09-12 19:00:00,1,"AM(CLR),FW","Attacking Midfielder (Center, Left, Right) / Forward","Thomas Müller",24,1,0,0,0,0,0,0,1,46,34,6,2,1,0,1,0,0,0,6,1,0,0,3,6,2,1,6,5,0,1,0,0,0,0
"168",38285,"Algeria","Defender",NA,187,77,"Rafik","Halliche",1986-09-01 19:00:00,7,"D","Defender","Rafik Halliche",27,1,0,1,1,0,0,0,0,21,19,0,3,2,2,4,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0
"275",38741,"USA","Goalkeeper","-GK-",176,84,"Nick","Rimando",1979-06-16 19:00:00,22,"GK","Goalkeeper","Nick Rimando",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257",38772,"USA","Defender","-DL-DMC-DR-",191,84,"Geoff","Cameron",1985-07-10 19:00:00,4,"D(LR),DM(C)","Defender (Left, Right) / Defensive Midfielder (Center)","Geoff Cameron",28,1,0,0,1,0,0,0,0,81,66,4,1,5,1,2,0,8,1,0,0,4,0,1,4,3,0,2,1,2,1,8,4,0,0
"43",39314,"Mexico","keeper",NA,188,85,"Alfredo","Talavera",1982-09-17 19:00:00,20,"GK","Goalkeeper","Alfredo Talavera",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",39316,"Costa Rica","Forward",NA,179,72,"Marcos","Ureña",1990-03-04 19:00:00,13,"FW","Forward","Marcos Ureña",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"221",39518,"Switzerland","Defender",NA,185,79,"Michael","Lang",1991-02-07 19:00:00,14,"D","Defender","Michael Lang",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"274",39917,"USA","Midfielder",NA,184,68,"Mikkel","Diskerud",1990-10-01 19:00:00,21,"M","Midfielder","Mix Diskerud",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177",40449,"Algeria","forward",NA,182,75,"El Arbi","Soudani",1987-11-24 19:00:00,16,"FW","Forward","Soudani",26,1,0,1,0,0,0,0,0,21,15,1,2,2,1,1,1,2,2,1,0,0,0,2,0,1,1,0,1,3,1,2,1,0,0
"63",41034,"Costa Rica","midfielder",NA,177,71,"Michael","Barrantes",1983-10-03 19:00:00,17,"M","Midfielder","Michael Barrantes",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202",41489,"Argentina","Midfielder","-AMC-AML-AMR-",188,73,"Ricardo","Álvarez",1988-04-11 19:00:00,18,"AM(CLR)","Attacking Midfielder (Center, Left, Right)","Ricardo Álvarez",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213",41881,"Switzerland","Forward","-AMC-FW-",182,76,"Admir","Mehmedi",1991-03-15 19:00:00,6,"AM(C),FW","Attacking Midfielder (Center) / Forward","Admir Mehmedi",23,1,0,1,0,0,0,0,0,39,31,0,2,3,1,2,0,1,1,0,0,2,0,0,4,1,0,6,3,3,0,0,0,0,0
"181",42596,"Algeria","Midfielder","-DMC-DR-",181,78,"Mehdi","Mostefa",1983-08-29 19:00:00,20,"D(R),DM(C)","Defender (Right) / Defensive Midfielder (Center)","Mehdi Mostefa",30,1,0,0,0,0,0,0,0,37,26,0,3,2,1,2,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,9,6,0,0
"118",42932,"Nigeria","Defender","-DC-DR-",190,70,"Efetobore","Ambrose Emuobo",1988-10-17 19:00:00,3,"D(CR)","Defender (Center, Right)","Efe Ambrose",25,1,0,0,0,0,0,0,0,40,29,1,1,0,3,0,1,6,2,0,0,0,0,0,3,1,0,0,0,5,1,4,2,0,0
"76",44202,"Greece","Goalkeeper",NA,187,73,"Panagiotis","Glykos",1986-10-09 19:00:00,7,"GK","Goalkeeper","Panagiotis Glykos",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189",44847,"Argentina","Defender","-DC-",190,83,"Federico","Fernández",1989-02-20 19:00:00,5,"D(C)","Defender (Center)","Federico Fernández",25,1,0,0,0,0,0,0,0,71,62,0,1,4,2,2,0,5,1,0,0,1,0,0,0,2,0,0,0,0,0,12,11,0,0
"29",45008,"Mexico","defender",NA,178,65,"Paul","Aguilar",1986-03-05 19:00:00,6,"D","Defender","Paul Aguilar",28,1,0,0,1,0,0,0,0,24,19,1,1,2,1,3,1,3,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0
